scan_id,L,H,K,Y,I,error,LB,dL
#01211,1.379998166353496,3.0,1.0,0.0,0.0001216202785563,5.226105168805573e-06,1.0,2.0
#01211,1.399998517088349,3.0,1.0,0.0,0.000100355577751,5.205494811287205e-06,1.0,2.0
#01211,1.420025440023467,3.0,1.0,0.0,9.64434720745496e-05,5.2690443277515785e-06,1.0,2.0
#01211,1.440019614543766,3.0,1.0,0.0,8.977828992985765e-05,5.306284038608068e-06,1.0,2.0
#01211,1.460000900102752,3.0,1.0,0.0,7.858349102894403e-05,5.360747368286868e-06,1.0,2.0
#01211,1.479999955130383,3.0,1.0,0.0,7.094960719518145e-05,5.358880161123104e-06,1.0,2.0
#01211,1.49999805874049,3.0,1.0,0.0,5.908230837394074e-05,2.421831212488408e-06,1.0,2.0
#01211,1.500001001666222,3.0,1.0,0.0,6.088516736802485e-05,5.434575236857549e-06,1.0,2.0
#01211,1.550002613934407,3.0,1.0,0.0,5.157982961617637e-05,2.48007265740471e-06,1.0,2.0
#01211,1.600004350700052,3.0,1.0,0.0,4.600380459813373e-05,2.534076010964278e-06,1.0,2.0
#01211,1.649994589490219,3.0,1.0,0.0,4.120034279827421e-05,2.591180070311499e-06,1.0,2.0
#01211,1.70000139679539,3.0,1.0,0.0,3.806689856220892e-05,2.6480337588936267e-06,1.0,2.0
#01211,1.750003675725774,3.0,1.0,0.0,3.644419710446874e-05,2.721917532602769e-06,1.0,2.0
#01211,1.800000704453709,3.0,1.0,0.0,3.202536500614365e-05,2.7762758865893926e-06,1.0,2.0
#01211,1.849999399971521,3.0,1.0,0.0,3.291048004998042e-05,2.8423734312698244e-06,1.0,2.0
#01211,1.900003142351222,3.0,1.0,0.0,3.765305306456721e-05,2.919763570484342e-06,1.0,2.0
#01211,1.950004319045232,3.0,1.0,0.0,3.3200981855327206e-05,2.967213241383792e-06,1.0,2.0
#01211,2.050001326456025,3.0,1.0,0.0,3.397459653390515e-05,3.118196116777262e-06,1.0,2.0
#01211,2.099999700726704,3.0,1.0,0.0,3.5610361696032344e-05,3.177609570346605e-06,1.0,2.0
#01211,2.150001635641062,3.0,1.0,0.0,3.802225880559531e-05,3.240942144881885e-06,1.0,2.0
#01211,2.199997105705515,3.0,1.0,0.0,3.522632263095926e-05,3.317195459848854e-06,1.0,2.0
#01211,2.250019558854676,3.0,1.0,0.0,3.843283822013536e-05,3.3986562707885938e-06,1.0,2.0
#01211,2.300026483916165,3.0,1.0,0.0,4.146400367368174e-05,3.4627083777722354e-06,1.0,2.0
#01211,2.350007912181786,3.0,1.0,0.0,4.233819590617506e-05,3.531004497565098e-06,1.0,2.0
#01211,2.399996053843442,3.0,1.0,0.0,5.145608911498729e-05,3.3015097796529583e-06,1.0,2.0
#01211,2.450004319809573,3.0,1.0,0.0,5.184582039766917e-05,3.3709603164747823e-06,1.0,2.0
#01211,2.49999722945519,3.0,1.0,0.0,6.389827307539811e-05,3.4574311970375914e-06,1.0,2.0
#01211,2.500000508320377,3.0,1.0,0.0,5.987875308704731e-05,7.730441988297836e-06,1.0,2.0
#01211,2.520001407162474,3.0,1.0,0.0,7.436873565344279e-05,7.795919093285885e-06,1.0,2.0
#01211,2.539942177055834,3.0,1.0,0.0,7.918726902926202e-05,7.856178242642407e-06,1.0,2.0
#01211,2.559978154145926,3.0,1.0,0.0,8.084673107504305e-05,7.993286439925413e-06,1.0,2.0
#01211,2.579994581736349,3.0,1.0,0.0,8.16808038468195e-05,7.982028744305344e-06,1.0,2.0
#01211,2.600000785669446,3.0,1.0,0.0,9.64548012446689e-05,8.13500566766593e-06,1.0,2.0
#01211,2.620001507959278,3.0,1.0,0.0,9.998250668190929e-05,8.235326897658326e-06,1.0,2.0
#01211,2.639998999295674,3.0,1.0,0.0,0.0001152171111184,8.30085618216321e-06,1.0,2.0
#01211,2.66000561052762,3.0,1.0,0.0,0.0001127480435027,8.445019316816028e-06,1.0,2.0
#01211,2.680000902420673,3.0,1.0,0.0,0.000113085835305,8.552405400996666e-06,1.0,2.0
#01211,2.700006152664057,3.0,1.0,0.0,0.0001449091789555,8.681435016926073e-06,1.0,2.0
#01211,2.719997241209898,3.0,1.0,0.0,0.0001571960311307,8.858054484564874e-06,1.0,2.0
#01211,2.739994507561458,3.0,1.0,0.0,0.0001741250915233,9.01742629152682e-06,1.0,2.0
#01211,2.760004507911671,3.0,1.0,0.0,0.0002055855618663,9.254807661334928e-06,1.0,2.0
#01211,2.780000481694256,3.0,1.0,0.0,0.0002371767158695,9.50261869199861e-06,1.0,2.0
#01211,2.800005653081481,3.0,1.0,0.0,0.0002881490075632,9.857736456624592e-06,1.0,2.0
#01211,3.100002465998691,3.0,1.0,0.0,0.0009304923965597,1.5157977953287432e-05,1.0,2.0
#01211,3.129997186421745,3.0,1.0,0.0,0.0005345992900137,1.2823757701802387e-05,1.0,2.0
#01211,3.160000931326775,3.0,1.0,0.0,0.0003358505257146,1.1648585074143296e-05,1.0,2.0
#01211,3.1899956429339,3.0,1.0,0.0,0.0002299113099611,1.0940035425959507e-05,1.0,2.0
#01211,3.220011977674783,3.0,1.0,0.0,0.0001458370530934,1.0517307003511096e-05,1.0,2.0
#01211,3.249997970557739,3.0,1.0,0.0,0.000120238399234,1.0246935545280324e-05,1.0,2.0
#01211,3.279970604720841,3.0,1.0,0.0,0.0001058829994432,1.0077786018033017e-05,1.0,2.0
#01211,3.310004098457655,3.0,1.0,0.0,7.297823221000064e-05,9.93926407055015e-06,1.0,2.0
#01211,3.33999375896076,3.0,1.0,0.0,5.791411511057959e-05,9.852254547611193e-06,1.0,2.0
